ID,Data_Text,Result
4931,มีอาการอาเจียนค่ะ,ป่วย
4932,มีอาการอาเจียนคับ,ป่วย
4933,มีอาการอาเจียน,ป่วย
4934,มีอาการเลือดกำเดาครับ,ป่วย
4935,มีอาการเลือดกำเดาค่ะ,ป่วย
4936,มีอาการเลือดกำเดาคับ,ป่วย
4937,มีอาการเลือดกำเดา,ป่วย
4938,มีอาการไมเกรนครับ,ป่วย
4939,มีอาการไมเกรนค่ะ,ป่วย
4940,มีอาการไมเกรนคับ,ป่วย
4941,มีอาการไมเกรน,ป่วย
4942,มีอาการท้องผูกครับ,ป่วย
4943,มีอาการท้องผูกค่ะ,ป่วย
4944,มีอาการท้องผูกคับ,ป่วย
4945,มีอาการท้องผูก,ป่วย
4946,มีอาการไอจามครับ,ป่วย
4947,มีอาการไอจามค่ะ,ป่วย
4948,มีอาการไอจามคับ,ป่วย
4949,มีอาการไอจาม,ป่วย
4950,มีอาการไอเป็นเลือดครับ,ป่วย
4951,มีอาการไอเป็นเลือดค่ะ,ป่วย
4952,มีอาการไอเป็นเลือดคับ,ป่วย
4953,มีอาการไอเป็นเลือด,ป่วย
4954,มีอาการกระสับกระส่ายครับ,ป่วย
4955,มีอาการกระสับกระส่ายค่ะ,ป่วย
4956,มีอาการกระสับกระส่ายคับ,ป่วย
4957,มีอาการกระสับกระส่าย,ป่วย
4958,มีอาการเบื่ออาหารครับ,ป่วย
4959,มีอาการเบื่ออาหารค่ะ,ป่วย
4960,มีอาการเบื่ออาหารคับ,ป่วย
4961,มีอาการเบื่ออาหาร,ป่วย
4962,มีอาการเคืองตาครับ,ป่วย
4963,มีอาการเคืองตาค่ะ,ป่วย
4964,มีอาการเคืองตาคับ,ป่วย
4965,มีอาการเคืองตา,ป่วย
4966,มีอาการใจสั่นครับ,ป่วย
4967,มีอาการใจสั่นค่ะ,ป่วย
4968,มีอาการใจสั่นคับ,ป่วย
4969,มีอาการใจสั่น,ป่วย
4970,มีอาการตาแดงครับ,ป่วย
4971,มีอาการตาแดงค่ะ,ป่วย
4972,มีอาการตาแดงคับ,ป่วย
4973,มีอาการตาแดง,ป่วย
4974,มีอาการหูอื้อครับ,ป่วย
4975,มีอาการหูอื้อค่ะ,ป่วย
4976,มีอาการหูอื้อคับ,ป่วย
4977,มีอาการหูอื้อ,ป่วย
4978,มีอาการน้ำหนักลดครับ,ป่วย
4979,มีอาการน้ำหนักลดค่ะ,ป่วย
4980,มีอาการน้ำหนักลดคับ,ป่วย
4981,มีอาการน้ำหนักลด,ป่วย
4982,มีอาการคอบวมครับ,ป่วย
4983,มีอาการคอบวมค่ะ,ป่วย
4984,มีอาการคอบวมคับ,ป่วย
4985,มีอาการคอบวม,ป่วย
4986,มีอาการตาบวมครับ,ป่วย
4987,มีอาการตาบวมค่ะ,ป่วย
4988,มีอาการตาบวมคับ,ป่วย
4989,มีอาการตาบวม,ป่วย
4990,มีอาการปากบวมครับ,ป่วย
4991,มีอาการปากบวมค่ะ,ป่วย
4992,มีอาการปากบวมคับ,ป่วย
4993,มีอาการปากบวม,ป่วย
4994,มีอาการเจ็บกล้ามเนื้อแขนครับ,ป่วย
4995,มีอาการเจ็บกล้ามเนื้อแขนค่ะ,ป่วย
4996,มีอาการเจ็บกล้ามเนื้อแขนคับ,ป่วย
4997,มีอาการเจ็บกล้ามเนื้อแขน,ป่วย
4998,มีอาการเจ็บกล้ามเนื้อขาครับ,ป่วย
4999,มีอาการเจ็บกล้ามเนื้อขาค่ะ,ป่วย
5000,มีอาการเจ็บกล้ามเนื้อขาคับ,ป่วย
5001,มีอาการเจ็บกล้ามเนื้อขา,ป่วย
5002,มีอาการเจ็บกล้ามเนื้อน่องครับ,ป่วย
5003,มีอาการเจ็บกล้ามเนื้อน่องค่ะ,ป่วย
5004,มีอาการเจ็บกล้ามเนื้อน่องคับ,ป่วย
5005,มีอาการเจ็บกล้ามเนื้อน่อง,ป่วย
5006,มีอาการเจ็บกล้ามเนื้อคอครับ,ป่วย
5007,มีอาการเจ็บกล้ามเนื้อคอค่ะ,ป่วย
5008,มีอาการเจ็บกล้ามเนื้อคอคับ,ป่วย
5009,มีอาการเจ็บกล้ามเนื้อคอ,ป่วย
5010,อาการมีปวดหัวครับ,ป่วย
5011,อาการมีปวดหัวค่ะ,ป่วย
5012,อาการมีปวดหัวคับ,ป่วย
5013,อาการมีปวดหัว,ป่วย
5014,อาการมีตัวร้อนครับ,ป่วย
5015,อาการมีตัวร้อนค่ะ,ป่วย
5016,อาการมีตัวร้อนคับ,ป่วย
5017,อาการมีตัวร้อน,ป่วย
5018,อาการมีมีไข้ครับ,ป่วย
5019,อาการมีมีไข้ค่ะ,ป่วย
5020,อาการมีมีไข้คับ,ป่วย
5021,อาการมีมีไข้,ป่วย
5022,อาการมีป่วยครับ,ป่วย
5023,อาการมีป่วยค่ะ,ป่วย
5024,อาการมีป่วยคับ,ป่วย
5025,อาการมีป่วย,ป่วย
5026,อาการมีท้องเสียครับ,ป่วย
5027,อาการมีท้องเสียค่ะ,ป่วย
5028,อาการมีท้องเสียคับ,ป่วย
5029,อาการมีท้องเสีย,ป่วย
5030,อาการมีเจ็บตามร่างกายครับ,ป่วย
5031,อาการมีเจ็บตามร่างกายค่ะ,ป่วย
5032,อาการมีเจ็บตามร่างกายคับ,ป่วย
5033,อาการมีเจ็บตามร่างกาย,ป่วย
5034,อาการมีเจ็บปวดตามร่างกายครับ,ป่วย
5035,อาการมีเจ็บปวดตามร่างกายค่ะ,ป่วย
5036,อาการมีเจ็บปวดตามร่างกายคับ,ป่วย
5037,อาการมีเจ็บปวดตามร่างกาย,ป่วย
5038,อาการมีปวดตามร่างกายครับ,ป่วย
5039,อาการมีปวดตามร่างกายค่ะ,ป่วย
5040,อาการมีปวดตามร่างกายคับ,ป่วย
5041,อาการมีปวดตามร่างกาย,ป่วย
5042,อาการมีเจ็บฟันครับ,ป่วย
5043,อาการมีเจ็บฟันค่ะ,ป่วย
5044,อาการมีเจ็บฟันคับ,ป่วย
5045,อาการมีเจ็บฟัน,ป่วย
5046,อาการมีเจ็บเหงือกครับ,ป่วย
5047,อาการมีเจ็บเหงือกค่ะ,ป่วย
5048,อาการมีเจ็บเหงือกคับ,ป่วย
5049,อาการมีเจ็บเหงือก,ป่วย
5050,อาการมีปวดตาครับ,ป่วย
5051,อาการมีปวดตาค่ะ,ป่วย
5052,อาการมีปวดตาคับ,ป่วย
5053,อาการมีปวดตา,ป่วย
5054,อาการมีเจ็บตาครับ,ป่วย
5055,อาการมีเจ็บตาค่ะ,ป่วย
5056,อาการมีเจ็บตาคับ,ป่วย
5057,อาการมีเจ็บตา,ป่วย
5058,อาการมีปวดแขนครับ,ป่วย
5059,อาการมีปวดแขนค่ะ,ป่วย
5060,อาการมีปวดแขนคับ,ป่วย
5061,อาการมีปวดแขน,ป่วย
5062,อาการมีปวดขาครับ,ป่วย
5063,อาการมีปวดขาค่ะ,ป่วย
5064,อาการมีปวดขาคับ,ป่วย
5065,อาการมีปวดขา,ป่วย
5066,อาการมีขาชาครับ,ป่วย
5067,อาการมีขาชาค่ะ,ป่วย
5068,อาการมีขาชาคับ,ป่วย
5069,อาการมีขาชา,ป่วย
5070,อาการมีแขนชาครับ,ป่วย
5071,อาการมีแขนชาค่ะ,ป่วย
5072,อาการมีแขนชาคับ,ป่วย
5073,อาการมีแขนชา,ป่วย
5074,อาการมีมือชาครับ,ป่วย
5075,อาการมีมือชาค่ะ,ป่วย
5076,อาการมีมือชาคับ,ป่วย
5077,อาการมีมือชา,ป่วย
5078,อาการมีเหนื่อยง่ายครับ,ป่วย
5079,อาการมีเหนื่อยง่ายค่ะ,ป่วย
5080,อาการมีเหนื่อยง่ายคับ,ป่วย
5081,อาการมีเหนื่อยง่าย,ป่วย
5082,อาการมีท้องเดินครับ,ป่วย
5083,อาการมีท้องเดินค่ะ,ป่วย
5084,อาการมีท้องเดินคับ,ป่วย
5085,อาการมีท้องเดิน,ป่วย
5086,อาการมีปวดหูครับ,ป่วย
5087,อาการมีปวดหูค่ะ,ป่วย
5088,อาการมีปวดหูคับ,ป่วย
5089,อาการมีปวดหู,ป่วย
5090,อาการมีเสียงแหบครับ,ป่วย
5091,อาการมีเสียงแหบค่ะ,ป่วย
5092,อาการมีเสียงแหบคับ,ป่วย
5093,อาการมีเสียงแหบ,ป่วย
5094,อาการมีปวดเอ็นครับ,ป่วย
5095,อาการมีปวดเอ็นค่ะ,ป่วย
5096,อาการมีปวดเอ็นคับ,ป่วย
5097,อาการมีปวดเอ็น,ป่วย
5098,อาการมีปวดคอครับ,ป่วย
5099,อาการมีปวดคอค่ะ,ป่วย
5100,อาการมีปวดคอคับ,ป่วย
5101,อาการมีปวดคอ,ป่วย
5102,อาการมีปวดข้อครับ,ป่วย
5103,อาการมีปวดข้อค่ะ,ป่วย
5104,อาการมีปวดข้อคับ,ป่วย
5105,อาการมีปวดข้อ,ป่วย
5106,อาการมีเจ็บปากครับ,ป่วย
5107,อาการมีเจ็บปากค่ะ,ป่วย
5108,อาการมีเจ็บปากคับ,ป่วย
5109,อาการมีเจ็บปาก,ป่วย
5110,อาการมีหอบครับ,ป่วย
5111,อาการมีหอบค่ะ,ป่วย
5112,อาการมีหอบคับ,ป่วย
5113,อาการมีหอบ,ป่วย
5114,อาการมีตาเหลืองครับ,ป่วย
5115,อาการมีตาเหลืองค่ะ,ป่วย
5116,อาการมีตาเหลืองคับ,ป่วย
5117,อาการมีตาเหลือง,ป่วย
5118,อาการมีตามัวครับ,ป่วย
5119,อาการมีตามัวค่ะ,ป่วย
5120,อาการมีตามัวคับ,ป่วย
5121,อาการมีตามัว,ป่วย
5122,อาการมีตาฝ้าฟางครับ,ป่วย
5123,อาการมีตาฝ้าฟางค่ะ,ป่วย
5124,อาการมีตาฝ้าฟางคับ,ป่วย
5125,อาการมีตาฝ้าฟาง,ป่วย
5126,อาการมีตาพร่ามัวครับ,ป่วย
5127,อาการมีตาพร่ามัวค่ะ,ป่วย
5128,อาการมีตาพร่ามัวคับ,ป่วย
5129,อาการมีตาพร่ามัว,ป่วย
5130,อาการมีแขนขาไม่มีแรงครับ,ป่วย
5131,อาการมีแขนขาไม่มีแรงค่ะ,ป่วย
5132,อาการมีแขนขาไม่มีแรงคับ,ป่วย
5133,อาการมีแขนขาไม่มีแรง,ป่วย
5134,อาการมีแขนไม่มีแรงครับ,ป่วย
5135,อาการมีแขนไม่มีแรงค่ะ,ป่วย
5136,อาการมีแขนไม่มีแรงคับ,ป่วย
5137,อาการมีแขนไม่มีแรง,ป่วย
5138,อาการมีขาไม่มีแรงครับ,ป่วย
5139,อาการมีขาไม่มีแรงค่ะ,ป่วย
5140,อาการมีขาไม่มีแรงคับ,ป่วย
5141,อาการมีขาไม่มีแรง,ป่วย
5142,อาการมีอ่อนเพลียครับ,ป่วย
5143,อาการมีอ่อนเพลียค่ะ,ป่วย
5144,อาการมีอ่อนเพลียคับ,ป่วย
5145,อาการมีอ่อนเพลีย,ป่วย
5146,อาการมีนอนไม่หลับครับ,ป่วย
5147,อาการมีนอนไม่หลับค่ะ,ป่วย
5148,อาการมีนอนไม่หลับคับ,ป่วย
5149,อาการมีนอนไม่หลับ,ป่วย
5150,อาการมีอาเจียนครับ,ป่วย
5151,อาการมีอาเจียนค่ะ,ป่วย
5152,อาการมีอาเจียนคับ,ป่วย
5153,อาการมีอาเจียน,ป่วย
5154,อาการมีเลือดกำเดาครับ,ป่วย
5155,อาการมีเลือดกำเดาค่ะ,ป่วย
5156,อาการมีเลือดกำเดาคับ,ป่วย
5157,อาการมีเลือดกำเดา,ป่วย
5158,อาการมีไมเกรนครับ,ป่วย
5159,อาการมีไมเกรนค่ะ,ป่วย
5160,อาการมีไมเกรนคับ,ป่วย
5161,อาการมีไมเกรน,ป่วย
5162,อาการมีท้องผูกครับ,ป่วย
5163,อาการมีท้องผูกค่ะ,ป่วย
5164,อาการมีท้องผูกคับ,ป่วย
5165,อาการมีท้องผูก,ป่วย
5166,อาการมีไอจามครับ,ป่วย
5167,อาการมีไอจามค่ะ,ป่วย
5168,อาการมีไอจามคับ,ป่วย
5169,อาการมีไอจาม,ป่วย
5170,อาการมีไอเป็นเลือดครับ,ป่วย
5171,อาการมีไอเป็นเลือดค่ะ,ป่วย
5172,อาการมีไอเป็นเลือดคับ,ป่วย
5173,อาการมีไอเป็นเลือด,ป่วย
5174,อาการมีกระสับกระส่ายครับ,ป่วย
5175,อาการมีกระสับกระส่ายค่ะ,ป่วย
5176,อาการมีกระสับกระส่ายคับ,ป่วย
5177,อาการมีกระสับกระส่าย,ป่วย
5178,อาการมีเบื่ออาหารครับ,ป่วย
5179,อาการมีเบื่ออาหารค่ะ,ป่วย
5180,อาการมีเบื่ออาหารคับ,ป่วย
5181,อาการมีเบื่ออาหาร,ป่วย
5182,อาการมีเคืองตาครับ,ป่วย
5183,อาการมีเคืองตาค่ะ,ป่วย
5184,อาการมีเคืองตาคับ,ป่วย
5185,อาการมีเคืองตา,ป่วย
5186,อาการมีใจสั่นครับ,ป่วย
5187,อาการมีใจสั่นค่ะ,ป่วย
5188,อาการมีใจสั่นคับ,ป่วย
5189,อาการมีใจสั่น,ป่วย
5190,อาการมีตาแดงครับ,ป่วย
5191,อาการมีตาแดงค่ะ,ป่วย
5192,อาการมีตาแดงคับ,ป่วย
5193,อาการมีตาแดง,ป่วย
5194,อาการมีหูอื้อครับ,ป่วย
5195,อาการมีหูอื้อค่ะ,ป่วย
5196,อาการมีหูอื้อคับ,ป่วย
5197,อาการมีหูอื้อ,ป่วย
5198,อาการมีน้ำหนักลดครับ,ป่วย
5199,อาการมีน้ำหนักลดค่ะ,ป่วย
5200,อาการมีน้ำหนักลดคับ,ป่วย
5201,อาการมีน้ำหนักลด,ป่วย
5202,อาการมีคอบวมครับ,ป่วย
5203,อาการมีคอบวมค่ะ,ป่วย
5204,อาการมีคอบวมคับ,ป่วย
5205,อาการมีคอบวม,ป่วย
5206,อาการมีตาบวมครับ,ป่วย
5207,อาการมีตาบวมค่ะ,ป่วย
5208,อาการมีตาบวมคับ,ป่วย
5209,อาการมีตาบวม,ป่วย
5210,อาการมีปากบวมครับ,ป่วย
5211,อาการมีปากบวมค่ะ,ป่วย
5212,อาการมีปากบวมคับ,ป่วย
5213,อาการมีปากบวม,ป่วย
5214,อาการมีเจ็บกล้ามเนื้อแขนครับ,ป่วย
5215,อาการมีเจ็บกล้ามเนื้อแขนค่ะ,ป่วย
5216,อาการมีเจ็บกล้ามเนื้อแขนคับ,ป่วย
5217,อาการมีเจ็บกล้ามเนื้อแขน,ป่วย
5218,อาการมีเจ็บกล้ามเนื้อขาครับ,ป่วย
5219,อาการมีเจ็บกล้ามเนื้อขาค่ะ,ป่วย
5220,อาการมีเจ็บกล้ามเนื้อขาคับ,ป่วย
5221,อาการมีเจ็บกล้ามเนื้อขา,ป่วย
5222,อาการมีเจ็บกล้ามเนื้อน่องครับ,ป่วย
5223,อาการมีเจ็บกล้ามเนื้อน่องค่ะ,ป่วย
5224,อาการมีเจ็บกล้ามเนื้อน่องคับ,ป่วย
5225,อาการมีเจ็บกล้ามเนื้อน่อง,ป่วย
5226,อาการมีเจ็บกล้ามเนื้อคอครับ,ป่วย
5227,อาการมีเจ็บกล้ามเนื้อคอค่ะ,ป่วย
5228,อาการมีเจ็บกล้ามเนื้อคอคับ,ป่วย
5229,อาการมีเจ็บกล้ามเนื้อคอ,ป่วย
5230,อาการปวดหัวครับ,ป่วย
5231,อาการปวดหัวค่ะ,ป่วย
5232,อาการปวดหัวคับ,ป่วย
5233,อาการปวดหัว,ป่วย
5234,อาการตัวร้อนครับ,ป่วย
5235,อาการตัวร้อนค่ะ,ป่วย
5236,อาการตัวร้อนคับ,ป่วย
5237,อาการตัวร้อน,ป่วย
5238,อาการมีไข้ครับ,ป่วย
5239,อาการมีไข้ค่ะ,ป่วย
5240,อาการมีไข้คับ,ป่วย
5241,อาการมีไข้,ป่วย
5242,อาการป่วยครับ,ป่วย
5243,อาการป่วยค่ะ,ป่วย
5244,อาการป่วยคับ,ป่วย
5245,อาการป่วย,ป่วย
5246,อาการท้องเสียครับ,ป่วย
5247,อาการท้องเสียค่ะ,ป่วย
5248,อาการท้องเสียคับ,ป่วย
5249,อาการท้องเสีย,ป่วย
5250,อาการเจ็บตามร่างกายครับ,ป่วย
5251,อาการเจ็บตามร่างกายค่ะ,ป่วย
5252,อาการเจ็บตามร่างกายคับ,ป่วย
5253,อาการเจ็บตามร่างกาย,ป่วย
5254,อาการเจ็บปวดตามร่างกายครับ,ป่วย
5255,อาการเจ็บปวดตามร่างกายค่ะ,ป่วย
5256,อาการเจ็บปวดตามร่างกายคับ,ป่วย
5257,อาการเจ็บปวดตามร่างกาย,ป่วย
5258,อาการปวดตามร่างกายครับ,ป่วย
5259,อาการปวดตามร่างกายค่ะ,ป่วย
5260,อาการปวดตามร่างกายคับ,ป่วย
5261,อาการปวดตามร่างกาย,ป่วย
5262,อาการเจ็บฟันครับ,ป่วย
5263,อาการเจ็บฟันค่ะ,ป่วย
5264,อาการเจ็บฟันคับ,ป่วย
5265,อาการเจ็บฟัน,ป่วย
5266,อาการเจ็บเหงือกครับ,ป่วย
5267,อาการเจ็บเหงือกค่ะ,ป่วย
5268,อาการเจ็บเหงือกคับ,ป่วย
5269,อาการเจ็บเหงือก,ป่วย
5270,อาการปวดตาครับ,ป่วย
5271,อาการปวดตาค่ะ,ป่วย
5272,อาการปวดตาคับ,ป่วย
5273,อาการปวดตา,ป่วย
5274,อาการเจ็บตาครับ,ป่วย
5275,อาการเจ็บตาค่ะ,ป่วย
5276,อาการเจ็บตาคับ,ป่วย
5277,อาการเจ็บตา,ป่วย
5278,อาการปวดแขนครับ,ป่วย
5279,อาการปวดแขนค่ะ,ป่วย
5280,อาการปวดแขนคับ,ป่วย
5281,อาการปวดแขน,ป่วย
5282,อาการปวดขาครับ,ป่วย
5283,อาการปวดขาค่ะ,ป่วย
5284,อาการปวดขาคับ,ป่วย
5285,อาการปวดขา,ป่วย
5286,อาการขาชาครับ,ป่วย
5287,อาการขาชาค่ะ,ป่วย
5288,อาการขาชาคับ,ป่วย
5289,อาการขาชา,ป่วย
5290,อาการแขนชาครับ,ป่วย
5291,อาการแขนชาค่ะ,ป่วย
5292,อาการแขนชาคับ,ป่วย
5293,อาการแขนชา,ป่วย
5294,อาการมือชาครับ,ป่วย
5295,อาการมือชาค่ะ,ป่วย
5296,อาการมือชาคับ,ป่วย
5297,อาการมือชา,ป่วย
5298,อาการเหนื่อยง่ายครับ,ป่วย
5299,อาการเหนื่อยง่ายค่ะ,ป่วย
5300,อาการเหนื่อยง่ายคับ,ป่วย
5301,อาการเหนื่อยง่าย,ป่วย
5302,อาการท้องเดินครับ,ป่วย
5303,อาการท้องเดินค่ะ,ป่วย
5304,อาการท้องเดินคับ,ป่วย
5305,อาการท้องเดิน,ป่วย
5306,อาการปวดหูครับ,ป่วย
5307,อาการปวดหูค่ะ,ป่วย
5308,อาการปวดหูคับ,ป่วย
5309,อาการปวดหู,ป่วย
5310,อาการเสียงแหบครับ,ป่วย
5311,อาการเสียงแหบค่ะ,ป่วย
5312,อาการเสียงแหบคับ,ป่วย
5313,อาการเสียงแหบ,ป่วย
5314,อาการปวดเอ็นครับ,ป่วย
5315,อาการปวดเอ็นค่ะ,ป่วย
5316,อาการปวดเอ็นคับ,ป่วย
5317,อาการปวดเอ็น,ป่วย
5318,อาการปวดคอครับ,ป่วย
5319,อาการปวดคอค่ะ,ป่วย
5320,อาการปวดคอคับ,ป่วย
5321,อาการปวดคอ,ป่วย
5322,อาการปวดข้อครับ,ป่วย
5323,อาการปวดข้อค่ะ,ป่วย
5324,อาการปวดข้อคับ,ป่วย
5325,อาการปวดข้อ,ป่วย
5326,อาการเจ็บปากครับ,ป่วย
5327,อาการเจ็บปากค่ะ,ป่วย
5328,อาการเจ็บปากคับ,ป่วย
5329,อาการเจ็บปาก,ป่วย
5330,อาการหอบครับ,ป่วย
5331,อาการหอบค่ะ,ป่วย
5332,อาการหอบคับ,ป่วย
5333,อาการหอบ,ป่วย
5334,อาการตาเหลืองครับ,ป่วย
5335,อาการตาเหลืองค่ะ,ป่วย
5336,อาการตาเหลืองคับ,ป่วย
5337,อาการตาเหลือง,ป่วย
5338,อาการตามัวครับ,ป่วย
5339,อาการตามัวค่ะ,ป่วย
5340,อาการตามัวคับ,ป่วย
5341,อาการตามัว,ป่วย
5342,อาการตาฝ้าฟางครับ,ป่วย
5343,อาการตาฝ้าฟางค่ะ,ป่วย
5344,อาการตาฝ้าฟางคับ,ป่วย
5345,อาการตาฝ้าฟาง,ป่วย
5346,อาการตาพร่ามัวครับ,ป่วย
5347,อาการตาพร่ามัวค่ะ,ป่วย
5348,อาการตาพร่ามัวคับ,ป่วย
5349,อาการตาพร่ามัว,ป่วย
5350,อาการแขนขาไม่มีแรงครับ,ป่วย
5351,อาการแขนขาไม่มีแรงค่ะ,ป่วย
5352,อาการแขนขาไม่มีแรงคับ,ป่วย
5353,อาการแขนขาไม่มีแรง,ป่วย
5354,อาการแขนไม่มีแรงครับ,ป่วย
5355,อาการแขนไม่มีแรงค่ะ,ป่วย
5356,อาการแขนไม่มีแรงคับ,ป่วย
5357,อาการแขนไม่มีแรง,ป่วย
5358,อาการขาไม่มีแรงครับ,ป่วย
5359,อาการขาไม่มีแรงค่ะ,ป่วย
5360,อาการขาไม่มีแรงคับ,ป่วย
5361,อาการขาไม่มีแรง,ป่วย
5362,อาการอ่อนเพลียครับ,ป่วย
5363,อาการอ่อนเพลียค่ะ,ป่วย
5364,อาการอ่อนเพลียคับ,ป่วย
5365,อาการอ่อนเพลีย,ป่วย
5366,อาการนอนไม่หลับครับ,ป่วย
5367,อาการนอนไม่หลับค่ะ,ป่วย
5368,อาการนอนไม่หลับคับ,ป่วย
5369,อาการนอนไม่หลับ,ป่วย
5370,อาการอาเจียนครับ,ป่วย
5371,อาการอาเจียนค่ะ,ป่วย
5372,อาการอาเจียนคับ,ป่วย
5373,อาการอาเจียน,ป่วย
5374,อาการเลือดกำเดาครับ,ป่วย
5375,อาการเลือดกำเดาค่ะ,ป่วย
5376,อาการเลือดกำเดาคับ,ป่วย
5377,อาการเลือดกำเดา,ป่วย
5378,อาการไมเกรนครับ,ป่วย
5379,อาการไมเกรนค่ะ,ป่วย
5380,อาการไมเกรนคับ,ป่วย
5381,อาการไมเกรน,ป่วย
5382,อาการท้องผูกครับ,ป่วย
5383,อาการท้องผูกค่ะ,ป่วย
5384,อาการท้องผูกคับ,ป่วย
5385,อาการท้องผูก,ป่วย
5386,อาการไอจามครับ,ป่วย
5387,อาการไอจามค่ะ,ป่วย
5388,อาการไอจามคับ,ป่วย
5389,อาการไอจาม,ป่วย
5390,อาการไอเป็นเลือดครับ,ป่วย
5391,อาการไอเป็นเลือดค่ะ,ป่วย
5392,อาการไอเป็นเลือดคับ,ป่วย
5393,อาการไอเป็นเลือด,ป่วย
5394,อาการกระสับกระส่ายครับ,ป่วย
5395,อาการกระสับกระส่ายค่ะ,ป่วย
5396,อาการกระสับกระส่ายคับ,ป่วย
5397,อาการกระสับกระส่าย,ป่วย
5398,อาการเบื่ออาหารครับ,ป่วย
5399,อาการเบื่ออาหารค่ะ,ป่วย
5400,อาการเบื่ออาหารคับ,ป่วย
5401,อาการเบื่ออาหาร,ป่วย
5402,อาการเคืองตาครับ,ป่วย
5403,อาการเคืองตาค่ะ,ป่วย
5404,อาการเคืองตาคับ,ป่วย
5405,อาการเคืองตา,ป่วย
5406,อาการใจสั่นครับ,ป่วย
5407,อาการใจสั่นค่ะ,ป่วย
5408,อาการใจสั่นคับ,ป่วย
5409,อาการใจสั่น,ป่วย
5410,อาการตาแดงครับ,ป่วย
5411,อาการตาแดงค่ะ,ป่วย
5412,อาการตาแดงคับ,ป่วย
5413,อาการตาแดง,ป่วย
5414,อาการหูอื้อครับ,ป่วย
5415,อาการหูอื้อค่ะ,ป่วย
5416,อาการหูอื้อคับ,ป่วย
5417,อาการหูอื้อ,ป่วย
5418,อาการน้ำหนักลดครับ,ป่วย
5419,อาการน้ำหนักลดค่ะ,ป่วย
5420,อาการน้ำหนักลดคับ,ป่วย
5421,อาการน้ำหนักลด,ป่วย
5422,อาการคอบวมครับ,ป่วย
5423,อาการคอบวมค่ะ,ป่วย
5424,อาการคอบวมคับ,ป่วย
5425,อาการคอบวม,ป่วย
5426,อาการตาบวมครับ,ป่วย
5427,อาการตาบวมค่ะ,ป่วย
5428,อาการตาบวมคับ,ป่วย
5429,อาการตาบวม,ป่วย
5430,อาการปากบวมครับ,ป่วย
5431,อาการปากบวมค่ะ,ป่วย
5432,อาการปากบวมคับ,ป่วย
5433,อาการปากบวม,ป่วย
5434,อาการเจ็บกล้ามเนื้อแขนครับ,ป่วย
5435,อาการเจ็บกล้ามเนื้อแขนค่ะ,ป่วย
5436,อาการเจ็บกล้ามเนื้อแขนคับ,ป่วย
5437,อาการเจ็บกล้ามเนื้อแขน,ป่วย
5438,อาการเจ็บกล้ามเนื้อขาครับ,ป่วย
5439,อาการเจ็บกล้ามเนื้อขาค่ะ,ป่วย
5440,อาการเจ็บกล้ามเนื้อขาคับ,ป่วย
5441,อาการเจ็บกล้ามเนื้อขา,ป่วย
5442,อาการเจ็บกล้ามเนื้อน่องครับ,ป่วย
5443,อาการเจ็บกล้ามเนื้อน่องค่ะ,ป่วย
5444,อาการเจ็บกล้ามเนื้อน่องคับ,ป่วย
5445,อาการเจ็บกล้ามเนื้อน่อง,ป่วย
5446,อาการเจ็บกล้ามเนื้อคอครับ,ป่วย
5447,อาการเจ็บกล้ามเนื้อคอค่ะ,ป่วย
5448,อาการเจ็บกล้ามเนื้อคอคับ,ป่วย
5449,อาการเจ็บกล้ามเนื้อคอ,ป่วย
5450,ปวดหัวครับ,ป่วย
5451,ปวดหัวค่ะ,ป่วย
5452,ปวดหัวคับ,ป่วย
5453,ปวดหัว,ป่วย
5454,ตัวร้อนครับ,ป่วย
5455,ตัวร้อนค่ะ,ป่วย
5456,ตัวร้อนคับ,ป่วย
5457,ตัวร้อน,ป่วย
5458,มีไข้ครับ,ป่วย
5459,มีไข้ค่ะ,ป่วย
5460,มีไข้คับ,ป่วย
5461,มีไข้,ป่วย
5462,ป่วยครับ,ป่วย
5463,ป่วยค่ะ,ป่วย
5464,ป่วยคับ,ป่วย
5465,ป่วย,ป่วย
5466,ท้องเสียครับ,ป่วย
5467,ท้องเสียค่ะ,ป่วย
5468,ท้องเสียคับ,ป่วย
5469,ท้องเสีย,ป่วย
5470,เจ็บตามร่างกายครับ,ป่วย
5471,เจ็บตามร่างกายค่ะ,ป่วย
5472,เจ็บตามร่างกายคับ,ป่วย
5473,เจ็บตามร่างกาย,ป่วย
5474,เจ็บปวดตามร่างกายครับ,ป่วย
5475,เจ็บปวดตามร่างกายค่ะ,ป่วย
5476,เจ็บปวดตามร่างกายคับ,ป่วย
5477,เจ็บปวดตามร่างกาย,ป่วย
5478,ปวดตามร่างกายครับ,ป่วย
5479,ปวดตามร่างกายค่ะ,ป่วย
5480,ปวดตามร่างกายคับ,ป่วย
5481,ปวดตามร่างกาย,ป่วย
5482,เจ็บฟันครับ,ป่วย
5483,เจ็บฟันค่ะ,ป่วย
5484,เจ็บฟันคับ,ป่วย
5485,เจ็บฟัน,ป่วย
5486,เจ็บเหงือกครับ,ป่วย
5487,เจ็บเหงือกค่ะ,ป่วย
5488,เจ็บเหงือกคับ,ป่วย
5489,เจ็บเหงือก,ป่วย
5490,ปวดตาครับ,ป่วย
5491,ปวดตาค่ะ,ป่วย
5492,ปวดตาคับ,ป่วย
5493,ปวดตา,ป่วย
5494,เจ็บตาครับ,ป่วย
